Company,ISIN,Market,Compartment,Country,Ticker,industry,sector,overallRisk,beta,dividendYield,fiveYearAvgDividendYield,trailingPE,forwardPE,regularMarketVolume,marketCap,currency,enterpriseValue,profitMargins,bookValue,priceToBook,trailingEps,forwardEps,totalCash,totalCashPerShare,totalDebt,totalRevenue,revenuePerShare,returnOnAssets,returnOnEquity,grossProfits,operatingMargins
TECHNOGYM,IT0005162406,Euronext Milan,Compartment A,Italy,TGYM.MI,Leisure,Consumer Cyclical,10,0.856,1.64,,36.653057,28.902477,131357.0,3576944128.0,EUR,3497810432.0,0.100959994,1.3,13.815385,0.49,0.6214,166239008.0,0.835,82263000.0,957993024.0,4.81,0.10973,0.33685002,436667008.0,0.12331
TECHNOPROBE,IT0005482333,Euronext Milan,Compartment A,Italy,TPRO.MI,Semiconductors,Technology,,0.825,,,165.90909,70.0522,367480.0,11685828608.0,EUR,11182227456.0,0.11163,1.904,9.585084,0.11,0.26052,656828992.0,1.014,17109000.0,627963008.0,0.967,0.051230002,0.055949997,271336992.0,0.22735001
TECHSTEP,NO0012916131,Oslo Bors,Compartment C,Norway,TECH.OL,Communication Equipment,Technology,,0.77,,,,7.785714,9381.0,375035936.0,NOK,562044032.0,-0.09392,14.374,0.7583136,-2.73,1.4,9310000.0,0.271,185996000.0,1000993024.0,29.068,-0.04889,-0.17650999,435707008.0,-0.19944
TECMA SOLUTIONS,IT0005425050,Euronext Growth Milan,Euronext Growth,Italy,TCM.MI,Real Estate Services,Real Estate,,0.867,,,,14.954129,800.0,14032996.0,EUR,,-0.108219996,0.536,3.0410447,-0.2,0.109,2928888.0,,5133039.0,15983094.0,,-0.082279995,-0.47727,3156487.0,-0.1008
TECNO,IT0005658841,Euronext Growth Milan,Euronext Growth,Italy,TCG.MI,"Furnishings, Fixtures & Appliances",Consumer Cyclical,,,,,51.75,15.447761,2500.0,44712000.0,EUR,,0.0,,,0.06,0.201,,,,,,,,,0.0
"Teixeira Duarte, SA",PTTD10AM0000,Euronext Lisbon,Compartment C,Portugal,TDSA.LS,Engineering & Construction,Industrials,,0.698,,2.02,3.8,,2460909.0,223440000.0,EUR,837862976.0,0.08087,0.35,1.5200001,0.14,,77741000.0,0.185,672875008.0,723792000.0,1.723,0.016590001,0.37018,554268032.0,0.0106
TEKNA HOLDING ASA,NO0010951577,Oslo Bors,Compartment C,Norway,TEKNA.OL,Specialty Chemicals,Basic Materials,,1.334,,,,-38.199997,39156.0,868905728.0,NOK,581708672.0,-0.30501,2.5254533,1.5125997,-0.56,-0.1,17424000.0,0.113,7542000.0,35576000.0,0.262,-0.06806,-0.26261,18963000.0,-0.061929997
TELESIA,IT0005240046,Euronext Growth Milan,Euronext Growth,Italy,TLS.MI,Broadcasting,Communication Services,,0.598,,,15.299999,,2250.0,8031842.0,EUR,14951834.0,0.022839999,5.4,0.56666666,0.2,,102000.0,0.039,5867000.0,14013000.0,5.339,0.02399,0.036140002,3774000.0,0.1338
TELMES,IT0005683401,Euronext Growth Milan,Euronext Growth,Italy,TLM.MI,Specialty Industrial Machinery,Industrials,,,,,14.204,,2000.0,4248304.0,EUR,,0.023759998,,,0.1,,209241.0,,1648118.0,9315489.0,,,,4038641.0,0.09202
TENAX INTERNATIONAL,IT0005428898,Euronext Growth Milan,Euronext Growth,Italy,TNX.MI,Auto Manufacturers,Consumer Cyclical,,0.208,,,,,12600.0,4751835.0,EUR,16851044.0,-0.053489998,1.875,0.68799996,-0.25,,981048.0,0.266,13080258.0,17330640.0,4.705,-0.01298,-0.12545,5425431.0,-0.02243
TERACT S.A.,FR001400BMH7,Euronext Paris,Compartment B,France,TRACT.PA,Specialty Retail,Consumer Cyclical,,1.748,,,,,6836.0,217883968.0,EUR,705909568.0,-0.05351,2.882,1.0825815,-0.69,,12100000.0,0.173,493600000.0,895200000.0,12.805,-0.00484,-0.20275,372700000.0,0.02945
TESMEC,IT0004585243,Euronext Milan,Compartment C,Italy,TES.MI,Specialty Industrial Machinery,Industrials,,0.453,,4.41,Infinity,10.421053,2524756.0,119146176.0,EUR,337688992.0,-0.00246,0.082,2.414634,0.0,0.019,38418000.0,0.044,200230000.0,252110000.0,0.379,0.03111,-0.01936,48341000.0,0.07827
TESSELLIS,IT0005496473,Euronext Milan,Compartment C,Italy,TSL.MI,Telecom Services,Communication Services,,1.37,,,,-0.9177777,1808235.0,36006376.0,EUR,122126408.0,-0.2672,-0.053,-1.5584905,-0.22,-0.09,6376000.0,0.023,104953000.0,216991008.0,0.895,-0.09906,-9.20693,33466000.0,-0.23294
TESSENDERLO GROUP,BE0003555639,Euronext Brussels,Compartment A,Belgium,TESB.BR,Agricultural Inputs,Basic Materials,,0.362,2.76,5.91,,16.083086,6455.0,1629680256.0,EUR,1648245248.0,-0.00987,30.09,0.9006314,-0.43,1.685,236200000.0,3.988,257800000.0,2745999872.0,45.371,0.008669999,-0.01403,530900000.0,0.03442
TEXAF,BE0974263924,Euronext Brussels,Compartment C,Belgium,TEXF.BR,Real Estate Services,Real Estate,,0.097,4.77,4.38,17.961166,19.072165,562.0,135662608.0,EUR,149694576.0,0.22229,30.387,1.217626,2.06,1.94,6794000.0,1.853,19320000.0,33884000.0,9.241,0.04033,0.0673,29789000.0,0.37142
TF1,FR0000054900,Euronext Paris,Compartment A,France,TFI.PA,Broadcasting,Communication Services,9,0.859,8.52,6.36,9.715278,8.567684,345557.0,1471518336.0,EUR,1067008640.0,0.06652,9.784,0.7149427,0.72,0.81644,683299968.0,3.248,223400000.0,2296900096.0,10.878,0.03961,0.07837,1094300032.0,0.085030004
TFF GROUP,FR0013295789,Euronext Paris,Compartment B,France,FR0013295789.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
TGS ASA,NO0003078800,Oslo Bors,Compartment A,Norway,TGS.OL,Oil & Gas Equipment & Services,Energy,1,-0.063,5.63,5.0,134.30232,21.723799,598122.0,22690971648.0,NOK,23335272448.0,0.01199,95.91466,1.2041955,0.86,5.3167496,212300000.0,1.081,856099968.0,1526899968.0,7.509,0.06835,0.00902,1243399936.0,0.19508
THE AZUR SELECTION S.A.,GRS528003007,Euronext Access Paris,Euronext Access,Greece,MLAZR.PA,Lodging,Consumer Cyclical,,,,,,,7447.0,7129855.0,EUR,,0.0,,,-0.09,,,,,,,,,,0.0
THE ITALIAN SEA GROUP,IT0005439085,Euronext Milan,Compartment B,Italy,TISG.MI,Leisure,Consumer Cyclical,,0.938,5.81,,17.25,8.468335,67453.0,219420000.0,EUR,297388288.0,0.03616,2.669,1.5511427,0.24,0.48888,61641000.0,1.127,132598000.0,354171008.0,6.638,0.03325,0.08683,122095000.0,0.14755
THE KINGFISH COMPANY,NL00150001S5,Euronext Growth Oslo,Euronext Growth,Netherlands,KING.OL,Farm Products,Consumer Defensive,,0.436,,,,-4.7392507,5000.0,550799040.0,NOK,657831808.0,-1.13489,3.427887,1.1260581,-3.17,-0.8144747,10358000.0,0.073,117391000.0,31655000.0,0.254,-0.092989996,-0.58814996,7645000.0,-0.72310996
THEON INTERNATIONAL PLC,CY0200751713,Euronext Amsterdam,Compartment B,Cyprus,THEON.AS,Aerospace & Defense,Industrials,,1.688,1.08,,31.88119,18.467962,410030.0,2522287104.0,EUR,2076343808.0,0.18971,3.371,9.552062,1.01,1.74356,132215200.0,1.899,93638368.0,383705312.0,5.514,0.16135,0.33782002,122691120.0,0.24716999
THERACLION,FR0010120402,Euronext Growth Paris,Euronext Growth,France,ALTHE.PA,Medical Devices,Healthcare,,-0.106,,,,6.22,46146.0,36748460.0,EUR,,-2.80231,-0.0,,-0.11,0.1,,,,1874209.0,0.018,,,-3302328.0,-2.9830499
THERMADOR GROUPE,FR0013333432,Euronext Paris,Compartment B,France,THEP.PA,Industrial Distribution,Industrials,,0.883,2.68,2.46,18.10185,13.78226,1009.0,717149760.0,EUR,700519744.0,0.08486,41.846,1.8687568,4.32,5.67396,63066000.0,6.877,46436000.0,491032000.0,53.631,0.06454,0.11125,179628992.0,0.11566
THOR MEDICAL ASA,NO0010597883,Oslo Bors,Compartment C,Norway,TRMED.OL,Biotechnology,Healthcare,10,-0.045,,,,-38.181816,4271482.0,1487390592.0,NOK,1250040832.0,0.0,1.357,3.0950625,-0.22,-0.11,224400000.0,0.643,8700000.0,100000.0,0.0,-0.09084,-0.16062,100000.0,-332.0
THX PHARMA,FR0013286259,Euronext Growth Paris,Euronext Growth,France,ALTHX.PA,Biotechnology,Healthcare,,1.495,,,,-1.798913,695706.0,45563484.0,EUR,32002718.0,0.0,-0.2,-16.55,-0.34,-1.84,2123824.0,0.225,2880966.0,876129.0,0.093,-0.50493,,-1470366.0,-1.4282001
TINC,BE0974282148,Euronext Brussels,Compartment B,Belgium,TINC.BR,Asset Management,Financial Services,,0.156,4.97,4.04,9.73913,17.777777,18688.0,543030272.0,EUR,576789312.0,0.61563,12.69,0.88258475,1.15,0.63,240991.0,0.005,34000000.0,69647832.0,1.896,0.06805,0.078150004,69647832.0,0.86502
TINEXTA,IT0005037210,Euronext Milan,Compartment B,Italy,TNXT.MI,Information Technology Services,Technology,10,1.2,1.99,1.73,60.72,14.014809,58953.0,696636864.0,EUR,1045046848.0,0.023829998,8.132,1.8666995,0.25,1.08314,67919000.0,1.48,367982016.0,496512000.0,10.888,0.02831,0.04092,121058000.0,0.05461
TITAN S.A.,BE0974338700,Euronext Brussels,Compartment A,Belgium,TITC.AT,Building Materials,Basic Materials,6,0.773,1.9,2.83,18.857143,11.976293,89026.0,3925701120.0,EUR,4327858688.0,0.0881,25.815,2.0453224,2.8,4.40871,392390016.0,5.266,694078976.0,2672058880.0,35.859,0.08327,0.1349,728270976.0,0.21132
TME PHARMA,NL0015000YE1,Euronext Growth Paris,Euronext Growth,Netherlands,ALTME.PA,Biotechnology,Healthcare,,0.771,,,,-0.18095239,134947.0,7152748.0,EUR,6810947.0,0.0,-0.006,-12.666666,-0.05,-0.42,2060000.0,0.022,1720000.0,27000.0,0.0,-1.0644699,-9.17954,27000.0,-71.740746
TMP GROUP,IT0005531238,Euronext Growth Milan,Euronext Growth,Italy,TMP.MI,Advertising Agencies,Communication Services,,3.282,,,,33.125004,8400.0,7487840.0,EUR,7857445.0,-0.08944,3.854,1.3751947,-0.39,0.16,578951.0,0.41,948556.0,6264742.0,4.434,-0.042140003,-0.09787,1548999.0,0.04893
TOMTOM,NL0013332471,Euronext Amsterdam,Compartment B,Netherlands,TOM2.AS,Software - Application,Technology,,0.978,,,,18.899723,230321.0,649237056.0,EUR,426782048.0,-0.01153,1.121,4.6520963,-0.05,0.27593,262802000.0,2.111,40347000.0,554689024.0,4.469,0.02382,-0.045939997,490558016.0,0.25252
TONNER DRONES S.A.,FR001400H2X4,Euronext Growth Paris,Euronext Growth,France,ALTD.PA,Aerospace & Defense,Industrials,,0.788,,,,,5618634.0,20308526.0,EUR,22712688.0,0.0,0.274,0.12116788,-331.26,,781000.0,0.003,7505000.0,118660.0,0.0,-0.28729,-0.08291,-376983.0,-2.34385
TOOSLA,FR00140062B9,Euronext Growth Paris,Euronext Growth,France,ALTOO.PA,Rental & Leasing Services,Industrials,,1.625,,,,,396773.0,773660.0,EUR,19663698.0,-0.34715998,-1.015,-0.10344827,-0.66,,1471064.0,0.204,20340360.0,11995159.0,1.616,,,5723074.0,-0.52339
TOSCANA AEROPORTI,IT0000214293,Euronext Milan,Compartment B,Italy,TYA.MI,Airports & Air Services,Industrials,,0.215,1.91,3.42,19.999998,,196.0,361072128.0,EUR,443925728.0,0.13006,6.464,3.0012374,0.97,,26052000.0,1.4,102626000.0,139362000.0,7.486,0.06953,0.15927,45060000.0,0.35044998
TOUAX,FR0000033003,Euronext Growth Paris,Euronext Growth,France,ALTOU.PA,Rental & Leasing Services,Industrials,,1.057,3.3,3.91,12.052631,6.0981293,490.0,31956780.0,EUR,441401728.0,0.0128,10.234,0.44752783,0.38,0.75105,31707000.0,4.545,374308992.0,198972992.0,28.525,0.0287,0.01548,101379000.0,0.1476
Toyota Caetano,PTSCT0AP0018,Euronext Lisbon,Compartment B,Portugal,SCT.LS,Auto Manufacturers,Consumer Cyclical,,-0.01,5.51,3.75,9.710145,,1000.0,234500000.0,EUR,300893184.0,0.03545,5.262,1.27328,0.69,,18860536.0,0.539,95101880.0,683569600.0,19.531,0.06061,0.13678001,154489600.0,0.06091
TPS,IT0005246142,Euronext Growth Milan,Euronext Growth,Italy,TPS.MI,Airports & Air Services,Industrials,,0.237,1.01,,12.307693,11.764706,2500.0,56774880.0,EUR,39321784.0,0.07946,4.927,1.6237061,0.65,0.68,20756188.0,2.925,2877552.0,51346904.0,8.202,0.07083,0.12642999,38974912.0,0.12
TRACTIAL (ex-BD MULTI MEDIA),FR0014014ZV8,Euronext Growth Paris,Euronext Growth,France,ALTRA.PA,Software - Infrastructure,Technology,,1.288,,,17.470589,,7183.0,15643991.0,EUR,15856360.0,-0.042680003,0.357,8.319328,0.17,,681000.0,0.131,1185000.0,2507000.0,0.469,-0.18383,-0.06771,937000.0,-0.30412
TRADELAB,IT0005651507,Euronext Growth Milan,Euronext Growth,Italy,TRAI.MI,Consulting Services,Industrials,,,,,76.0,,2000.0,17860000.0,EUR,16634371.0,0.061090004,0.769,4.9414825,0.05,,2206099.0,0.469,980470.0,5445597.0,1.159,,,971029.0,0.052849997
TRANSGENE,FR0005175080,Euronext Paris,Compartment C,France,TNG.PA,Biotechnology,Healthcare,,0.671,,,,-6.028571,117293.0,231176400.0,EUR,126133712.0,0.0,-0.027,-31.259258,-0.28,-0.14,16772000.0,0.127,31065000.0,7575000.0,0.057,-0.49352002,,-29190000.0,-3.7257001
TRAWELL CO,IT0005378325,Euronext Growth Milan,Euronext Growth,Italy,TWL.MI,Airports & Air Services,Industrials,,0.57,,,,27.272728,200.0,15112272.0,EUR,32987732.0,0.00369,2.747,2.184201,-0.01,0.22,2716640.0,1.079,16624887.0,29660372.0,11.776,0.070310004,0.13868,9030851.0,0.10271
TREVI FIN IND,IT0005422768,Euronext Milan,Compartment C,Italy,TFIN.MI,Engineering & Construction,Industrials,,1.005,,3.08,25.633333,15.500907,2374165.0,240141232.0,EUR,417200640.0,0.01447,0.433,1.7759815,0.03,0.04961,110259000.0,0.353,300660992.0,707686016.0,2.267,0.05313,0.07913,455860000.0,0.08229
TRIBOO,IT0005001554,Euronext Milan,Compartment C,Italy,TB.MI,Advertising Agencies,Communication Services,,0.5,,3.75,,6.2666664,4927.0,10461390.0,EUR,33044390.0,-0.15527001,0.683,0.55051243,-0.31,0.06,5721000.0,0.206,27629000.0,56290000.0,2.023,0.01059,-0.36470002,6351000.0,0.055120002
TRILOGIQ,FR0010397901,Euronext Growth Paris,Euronext Growth,France,ALTRI.PA,Business Equipment & Supplies,Industrials,,0.645,,,,14.285714,1930.0,17361884.0,EUR,-7251250.0,-0.01922,10.531,0.47478873,-0.12,0.35,25312000.0,7.08,13000.0,21901000.0,5.895,4.0000003e-05,-0.011410001,13715000.0,0.04558
TRØNDELAG SPBK,NO0010788268,Oslo Bors,Compartment C,Norway,TRSB.OL,Banks - Regional,Financial Services,,,4.11,,7.9632154,12.370371,2.0,558981440.0,NOK,2887677440.0,0.23033,210.227,0.55606556,14.68,9.45,95542000.0,19.981,2420183040.0,315176000.0,74.997,0.0076,0.067210004,315176000.0,0.20059
TXCOM,FR0010654087,Euronext Growth Paris,Euronext Growth,France,ALTXC.PA,Communication Equipment,Technology,,0.432,3.89,,59.999996,,160.0,11050119.0,EUR,2512886.0,0.021289999,8.569,1.0502975,0.15,,8983117.0,7.311,436893.0,8448960.0,6.86,0.02456,0.01688,4474125.0,0.0376
TXT E-SOLUTIONS,IT0001454435,Euronext Milan,Compartment B,Italy,TXT.MI,Software - Application,Technology,,0.566,1.04,5.18,17.338129,9.211869,51336.0,305392576.0,EUR,446631360.0,0.05012,12.691,1.8989836,1.39,2.61619,94841648.0,7.469,232310032.0,366479712.0,27.569,0.05317,0.13116999,58444324.0,0.06921
U10 CORP,FR0000079147,Euronext Growth Paris,Euronext Growth,France,ALU10.PA,"Furnishings, Fixtures & Appliances",Consumer Cyclical,,0.45,,7.94,Infinity,40.500004,1.0,20739102.0,EUR,49982168.0,-0.00014999999,2.322,0.5232558,0.0,0.03,7325000.0,0.429,35715000.0,172384000.0,10.938,0.01859,0.00475,49253000.0,0.007900001
Ubaldi Costruzioni ,IT0005628158,Euronext Growth Milan,Euronext Growth,Italy,UBA.MI,Engineering & Construction,Industrials,,,,,11.805555,,1400.0,40062200.0,EUR,,0.12593001,9.051,0.4695614,0.36,,6425505.0,,704115.0,39019096.0,,0.14871,0.32336,13058192.0,0.32439998
UBISOFT ENTERTAIN,FR0000054470,Euronext Paris,Compartment A,France,UBI.PA,Electronic Gaming & Multimedia,Communication Services,7,-0.495,,,,-29.104174,945906.0,575157568.0,EUR,1997801600.0,-0.03904,11.617,0.3674787,-0.54,-0.14668,668200000.0,4.964,2088600064.0,1885100032.0,14.598,0.015470001,-0.04507,1692499968.0,-0.16874
UCAPITAL24,IT0005380461,Euronext Growth Milan,Euronext Growth,Italy,U24.MI,Internet Content & Information,Communication Services,,-1.233,,,,26.9,2800.0,5804210.0,EUR,5749651.0,-0.042969998,0.18,1.4944444,-0.0,0.01,6755.0,0.0,19333.0,2231490.0,0.104,-0.0072500003,-0.03059,777404.0,-0.27281
ULTIMOVACS,NO0010851603,Oslo Bors,Compartment B,Norway,ZLNA.OL,Biotechnology,Healthcare,,,,,,-2.051282,6609.0,420316800.0,NOK,302251008.0,0.0,3.268,4.895961,-57.9,-7.8,78302000.0,3.298,697000.0,,,-1.12294,-2.30867,,0.0
UMALIS GROUP,FR0011776889,Euronext Access Paris,Euronext Access,France,MLUMG.PA,Staffing & Employment Services,Industrials,,-0.843697,,,,,21.0,2457724.0,EUR,,-0.06874,,,-0.84,,,,,10818486.0,,-0.02903,-1.32446,10818486.0,-0.02736
UNIDATA,IT0005573065,Euronext Milan,Compartment C,Italy,UD.MI,Telecom Services,Communication Services,,0.737,0.3,,11.714286,9.3714285,39829.0,98772784.0,EUR,136634656.0,0.08947,2.759,1.1888365,0.28,0.35,27380296.0,0.906,64837620.0,101542888.0,3.292,0.051570002,0.119720004,29980724.0,0.1361
UNION TECH.INFOR.,FR0000074197,Euronext Paris,Compartment C,France,FPG.PA,Information Technology Services,Technology,,0.002,,,0.5104167,,7756.0,7787258.0,EUR,9813258.0,-0.06273,0.012,10.208333,0.24,,845000.0,0.013,2871000.0,20563000.0,1.11,-0.095860004,,-839000.0,-0.04349
UNIPHAR PLC,IE00BJ5FQX74,Euronext Growth Dublin,Euronext Growth,Ireland,IE00BJ5FQX74.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
UPERGY,FR0010337865,Euronext Growth Paris,Euronext Growth,France,ALUPG.PA,Specialty Retail,Consumer Cyclical,,0.319,,5.54,,8.333334,2786.0,9304276.0,EUR,14919810.0,-0.02513,3.216,0.62189054,-0.24,0.24,1853161.0,0.412,7517274.0,43186416.0,9.067,-0.01222,-0.07637,9782786.0,-0.01814
UV GERMI,FR0011898584,Euronext Growth Paris,Euronext Growth,France,ALUVI.PA,Pollution & Treatment Controls,Industrials,,-0.058,,,16.61111,9.060606,6637.0,9538250.0,EUR,5000866.0,0.07999,3.107,0.96234304,0.18,0.33,4758478.0,1.496,91992.0,8875215.0,2.791,0.02921,0.07476,4012193.0,0.022049999
VAA VISTA ALEGRE,PTVAA0AM0019,Euronext Lisbon,Compartment C,Portugal,VAF.LS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,,0.232,,,54.000004,18.000002,31367.0,181061952.0,EUR,265416944.0,0.026589999,0.544,1.9852941,0.02,0.06,9024000.0,0.054,92049000.0,142943008.0,0.846,,,96020000.0,0.14
VALBIOTIS,FR0013254851,Euronext Growth Paris,Euronext Growth,France,ALVAL.PA,Packaged Foods,Consumer Defensive,,-0.189,,,,-3.4599998,154815.0,24556318.0,EUR,16673250.0,0.0,0.497,2.088531,-0.7,-0.3,13233000.0,0.559,5351000.0,474000.0,0.03,-0.21495001,-0.77765,-1872000.0,-14.012011
VALERIO THERAPEUTICS,FR0010095596,Euronext Growth Paris,Euronext Growth,France,ALVIO.PA,Biotechnology,Healthcare,,1.621,,,,-1.2625,61070.0,75666416.0,EUR,94916448.0,0.0,-0.059,-2.5677967,-0.09,-0.12,2638000.0,0.005,22828000.0,1830000.0,0.012,-0.1378,,1086000.0,0.61111
VALICA,IT0005562514,Euronext Growth Milan,Euronext Growth,Italy,VLC.MI,Advertising Agencies,Communication Services,,,0.41,,,,540.0,6730535.0,EUR,,0.0,,,-0.18,,,,,,,,,,0.0
VALNEVA SE,FR0004056851,Euronext Paris,Compartment B,France,VLA.PA,Biotechnology,Healthcare,7,1.203,,,,-13.479742,1369918.0,804129344.0,EUR,890298176.0,-0.56783,0.831,5.569194,-0.65,-0.34333,143462000.0,0.792,195843008.0,179912000.0,1.071,-0.096370004,-0.5553,-3693000.0,-1.2698799
VALSOIA,IT0001018362,Euronext Milan,Compartment C,Italy,VLS.MI,Packaged Foods,Consumer Defensive,,0.43,3.67,3.56,13.333333,12.983769,7386.0,112242352.0,EUR,111852176.0,0.0712,8.404,1.2375059,0.78,0.801,11591839.0,1.072,11514703.0,118106496.0,10.929,0.05421,0.09543,26518600.0,0.09454001
VALTECNE,IT0005532525,Euronext Growth Milan,Euronext Growth,Italy,VLT.MI,Specialty Industrial Machinery,Industrials,,0.406,1.21,,16.32653,,2400.0,48877600.0,EUR,49758840.0,0.0932,4.202,1.9038552,0.49,,8996003.0,1.472,9877244.0,34057336.0,5.574,0.06589,0.13345,19588746.0,0.14626001
VALUE8,NL0010661864,Euronext Amsterdam,Compartment C,Netherlands,VALUE.AS,Asset Management,Financial Services,,0.15,2.99,4.03,15.227272,,10.0,64346040.0,EUR,72999040.0,0.56391996,10.222,0.65544903,0.44,,7646000.0,0.796,5582000.0,8159000.0,0.856,0.032,0.04282,8159000.0,0.87054
VAN DE VELDE,BE0003839561,Euronext Brussels,Compartment B,Belgium,VAN.BR,Apparel Manufacturing,Consumer Cyclical,,0.293,7.75,6.42,12.261905,11.381216,1852.0,385128384.0,EUR,332256000.0,0.15524,12.878,2.3994408,2.52,2.715,60595000.0,4.894,9627000.0,206435008.0,16.232,0.12403,0.19521,170852000.0,0.15626
VANTEA SMART,IT0005433765,Euronext Growth Milan,Euronext Growth,Italy,VNT.MI,Information Technology Services,Technology,,0.769,2.66,,10.4,,2230.0,11585898.0,EUR,13902971.0,0.10799,0.92,1.0173913,0.09,,2444811.0,0.192,4448478.0,10311952.0,0.828,0.0586,0.10033,1878171.0,0.10384
VANTIVA S.A.,FR0013505062,Euronext Paris,Compartment C,France,VANTI.PA,Entertainment,Communication Services,,0.49,,,,15.363881,115185.0,55893504.0,EUR,482893504.0,-0.21266001,-1.797,-0.063439064,-0.21,0.00742,35000000.0,0.071,462000000.0,1928000000.0,3.932,0.02612,,296000000.0,0.02787
VAZIVA SA,FR0014007T10,Euronext Growth Paris,Euronext Growth,France,ALVAZ.PA,Credit Services,Financial Services,,0.126,,,56.307693,,176.0,98148384.0,EUR,87954888.0,0.03179,7.613,4.8075657,0.65,,12510839.0,4.665,708350.0,54695992.0,20.396,,,41291688.0,0.05468
VEIDEKKE,NO0005806802,Oslo Bors,Compartment A,Norway,VEI.OL,Engineering & Construction,Industrials,1,0.849,5.98,4.5,16.573914,16.076832,44433.0,25722667008.0,NOK,21663936512.0,0.036,27.316,6.977596,11.5,11.85557,4041999872.0,30.012,276000000.0,43143000064.0,319.475,0.0642,0.45715,3080000000.0,0.06565
VENTE UNIQUE.COM,FR0010766667,Euronext Growth Paris,Euronext Growth,France,ALVU.PA,Internet Retail,Consumer Cyclical,,1.214,2.43,,18.433735,13.539824,1968.0,147171344.0,EUR,126134344.0,0.04053,4.863,3.1462061,0.83,1.13,32112000.0,3.338,11075000.0,200900000.0,20.886,0.07716,0.18459,118110000.0,0.050040003
VEOM Group,FR0013530102,Euronext Growth Paris,Euronext Growth,France,ALVG.PA,Consumer Electronics,Technology,,2.161,,,,-0.59999996,2029.0,1009363.0,EUR,18135422.0,-0.16354999,-0.42,-0.2857143,-0.37,-0.2,255000.0,0.03,17265000.0,19181000.0,2.372,-0.09072,,7728000.0,-0.1889
VERGNET,FR0014010YR7,Euronext Growth Paris,Euronext Growth,France,VRQ0.F,,,,,,,,,2774.0,116672.0,EUR,,,-44.132,-0.0018127436,,,,,,,,,,,
VERIMATRIX,FR0010291245,Euronext Paris,Compartment C,France,VMX.PA,Software - Infrastructure,Technology,,1.43,,,,-3.2669663,80040.0,16847144.0,EUR,43547824.0,-1.34109,0.46079448,0.41884184,-0.69,-0.059076216,5277000.0,0.061,32124000.0,52910000.0,0.615,-0.0130900005,-0.86146003,35277000.0,-0.034360003
VETOQUINOL,FR0004186856,Euronext Paris,Compartment A,France,FR0004186856.SG,,,,,,,,,0.0,,EUR,,,,,,,,,,,,,,,
VGP,BE0003878957,Euronext Brussels,Compartment A,Belgium,VGP.BR,Real Estate Services,Real Estate,9,1.349,2.97,3.54,9.21273,22.125051,15392.0,3002044416.0,EUR,4934872576.0,1.98141,91.27,1.2052153,11.94,4.97174,423632000.0,15.523,2329168896.0,164516992.0,6.028,0.012150001,0.13737,157135008.0,0.66609
VIALIFE,FR0010326090,Euronext Growth Paris,Euronext Growth,France,ALVIA.PA,Specialty Retail,Consumer Cyclical,,,1.93,,42.413795,10.789474,21.0,4869840.0,EUR,,0.0,,,0.29,1.14,,,,,,,,,0.0
VICAT,FR0000031775,Euronext Paris,Compartment A,France,VCT.PA,Building Materials,Basic Materials,9,0.786,2.83,4.91,12.066115,9.972241,80555.0,3251252992.0,EUR,4692821504.0,0.07127,65.846,1.1086475,6.05,7.32032,528409984.0,11.866,1686097024.0,3854437120.0,86.566,0.041690003,0.094639994,1390603008.0,0.13284001
VIEL ET COMPAGNIE,FR0000050049,Euronext Paris,Compartment B,France,VIL.PA,Capital Markets,Financial Services,,0.22,2.78,4.1,8.705584,35.729168,12454.0,1080044160.0,EUR,1232216064.0,0.1022,8.816,1.9453267,1.97,0.48,587993024.0,9.425,605953984.0,1218208000.0,19.484,0.0537,0.25374,1218208000.0,0.14717
